scenario_id,split,horizon_hours,scenario_seed,root_depth_mm,field_capacity,wilting_point,saturation_margin_above_fc,initial_available_water_fraction,irrigation_efficiency,drainage_coefficient,et_stress_fraction_between_wp_fc,et_multiplier,forecast_bias_fraction,forecast_noise_std_fraction,process_noise_std,sensor_noise_std,et_profile,saturation,initial_theta,et_stress_start
V3E0021,locked_evaluation,336,102043021,247.52225079,0.29077504,0.11809948,0.11286563,0.42086517,0.86640509,27.88741138,0.51698568,0.93801301,-0.12593393,0.07821597,0.00012941,0.00117821,typical,0.40364066,0.19077261,0.20737027
V3E0022,locked_evaluation,336,102043022,255.34317562,0.30825319,0.13812999,0.09465646,0.75209661,0.88270722,17.17216688,0.35800580,0.91879625,-0.00491685,0.06392974,0.00005982,0.00075477,variable_cloud,0.40290965,0.26607907,0.19903508
V3E0023,locked_evaluation,336,102043023,240.82490857,0.29212135,0.11680967,0.11128487,0.54940968,0.73059280,27.24425012,0.43827243,0.89263727,-0.00959159,0.02066072,0.00015100,0.00105704,typical,0.40340621,0.21312760,0.19364395
V3E0024,locked_evaluation,336,102043024,292.74912573,0.29162621,0.14709701,0.12550996,0.83129414,0.91441159,16.75334572,0.53291780,0.91013217,0.01409961,0.06498037,0.00027794,0.00084210,typical,0.41713617,0.26724329,0.22411919
V3E0025,locked_evaluation,336,102043025,322.30429042,0.26262404,0.12129298,0.12320856,0.46927014,0.82330567,13.24171410,0.56748735,1.31801262,-0.01267627,0.09631529,0.00013518,0.00061126,variable_cloud,0.38583260,0.18761543,0.20149657
V3E0026,locked_evaluation,336,102043026,291.88307028,0.30895590,0.10271972,0.10006086,0.78886116,0.87847145,24.30907942,0.38001943,1.25970248,-0.03404894,0.13474527,0.00028897,0.00113856,typical,0.40901676,0.26541143,0.18109348
V3E0027,locked_evaluation,336,102043027,288.31386254,0.28152687,0.11125742,0.10188984,0.74024148,0.82756627,12.79694023,0.36176356,1.18137855,0.15483789,0.08621657,0.00012683,0.00096322,variable_cloud,0.38341671,0.23729793,0.17285470
V3E0028,locked_evaluation,336,102043028,245.22458995,0.29951754,0.14610696,0.08503105,0.31865782,0.82518283,22.92302209,0.53949190,1.01904375,0.11188834,0.08059976,0.00021578,0.00093712,variable_cloud,0.38454859,0.19499244,0.22887073
V3E0029,locked_evaluation,336,102043029,242.79560607,0.30323894,0.12723429,0.12507801,0.77752706,0.72479881,23.39666128,0.54572531,1.21266068,0.14664015,0.12886133,0.00017285,0.00064569,hot_spell,0.42831694,0.26408266,0.22328448
V3E0030,locked_evaluation,336,102043030,331.04918178,0.29509370,0.11602874,0.09515572,0.62823001,0.93562381,19.62546693,0.52740839,0.97078672,-0.10970859,0.11500429,0.00016977,0.00102216,variable_cloud,0.39024942,0.22852272,0.21046910
V3E0031,locked_evaluation,336,102043031,285.91945657,0.29819024,0.14823131,0.12105745,0.79880373,0.77761543,11.22466200,0.44428665,0.82163048,-0.19896728,0.11805452,0.00014162,0.00056478,hot_spell,0.41924770,0.26801906,0.21485606
V3E0032,locked_evaluation,336,102043032,269.77810947,0.27070316,0.12568873,0.10768798,0.76507005,0.85843710,13.73299956,0.48861928,0.79406756,-0.07810804,0.09202701,0.00019660,0.00032397,typical,0.37839114,0.23663492,0.19654558
V3E0033,locked_evaluation,336,102043033,323.45665817,0.28015425,0.11343319,0.12964152,0.52836571,0.85006875,19.14979272,0.57900569,1.13821257,0.12639668,0.12634707,0.00008039,0.00039770,variable_cloud,0.40979577,0.20152288,0.20996563
V3E0034,locked_evaluation,336,102043034,254.61452571,0.29992935,0.11186421,0.09216982,0.60969924,0.89367800,17.57327777,0.47580513,1.17790480,0.03510977,0.05564314,0.00006070,0.00119088,hot_spell,0.39209917,0.22652738,0.20134657
V3E0035,locked_evaluation,336,102043035,283.37930589,0.28451856,0.10233285,0.11396493,0.39690559,0.90858893,10.91938274,0.45961579,1.32740625,-0.14638377,0.06768334,0.00005009,0.00104378,variable_cloud,0.39848349,0.17464338,0.18606828
V3E0036,locked_evaluation,336,102043036,320.65622170,0.28298350,0.14302224,0.10100675,0.37336343,0.88798989,12.95626766,0.54948096,0.78067865,-0.11597438,0.10318454,0.00006402,0.00044062,hot_spell,0.38399024,0.19527866,0.21992829
V3E0037,locked_evaluation,336,102043037,356.46857631,0.29383322,0.14947096,0.12376208,0.60054960,0.94603389,26.81996183,0.43956065,1.20275096,-0.09479912,0.06233983,0.00010449,0.00057726,typical,0.41759529,0.23616765,0.21292692
V3E0038,locked_evaluation,336,102043038,300.61048296,0.27287666,0.13316959,0.10644702,0.43281630,0.87571714,27.04429587,0.43403125,0.88555675,0.00988042,0.00860845,0.00013783,0.00058818,variable_cloud,0.37932368,0.19363709,0.19380682
V3E0039,locked_evaluation,336,102043039,334.98722731,0.27493861,0.12982231,0.09300520,0.56090888,0.77032456,23.29532864,0.44683513,1.24737279,-0.03906592,0.05743918,0.00010166,0.00070624,typical,0.36794381,0.21121933,0.19466537
V3E0040,locked_evaluation,336,102043040,319.98988087,0.30977266,0.12040075,0.10083107,0.38444962,0.78548610,19.00755882,0.49537800,1.11773561,-0.16403704,0.04868355,0.00025157,0.00081760,typical,0.41060373,0.19320471,0.21421143
V3E0041,locked_evaluation,336,102043041,284.91538305,0.26410545,0.11023177,0.12187513,0.64111105,0.94017278,25.75293088,0.47181470,1.31447333,0.04707625,0.10175138,0.00014996,0.00090969,typical,0.38598058,0.20888189,0.18283163
V3E0042,locked_evaluation,336,102043042,318.91917807,0.27133765,0.10931467,0.11653297,0.54038065,0.92331195,25.70252454,0.39658715,1.06089619,-0.19472008,0.13992173,0.00024095,0.00105305,hot_spell,0.38787062,0.19686875,0.17357090
V3E0043,locked_evaluation,336,102043043,242.49076240,0.29448950,0.10466396,0.10732878,0.45644629,0.82939982,14.37082651,0.36631379,1.24002544,-0.09123880,0.12711528,0.00028644,0.00047603,typical,0.40181828,0.19130912,0.17419967
V3E0044,locked_evaluation,336,102043044,296.45754088,0.27904226,0.13767548,0.10940047,0.55453424,0.73881371,21.63016068,0.39213814,1.14612108,-0.06293716,0.09014972,0.00025985,0.00049276,hot_spell,0.38844274,0.21606820,0.19311079
V3E0045,locked_evaluation,336,102043045,333.36901381,0.30036589,0.14112091,0.09414492,0.33492510,0.79407068,25.08192700,0.58208408,1.11236636,-0.04828582,0.14809130,0.00022212,0.00060469,variable_cloud,0.39451081,0.19445605,0.23381488
V3E0046,locked_evaluation,336,102043046,326.71676369,0.29572888,0.13673468,0.10467182,0.82612255,0.89498987,16.17586779,0.58386401,1.22835527,0.10660421,0.12979075,0.00010817,0.00049582,variable_cloud,0.40040070,0.26808337,0.22956567
V3E0047,locked_evaluation,336,102043047,302.56696509,0.26416961,0.10413355,0.08353008,0.63664637,0.83082228,11.44938532,0.41179291,1.21866660,-0.12898757,0.07039225,0.00019008,0.00045246,typical,0.34769969,0.20601992,0.17003526
V3E0048,locked_evaluation,336,102043048,309.09432827,0.25237229,0.10358116,0.10701283,0.36220582,0.89591492,19.34266616,0.48985373,0.82043227,0.18229346,0.00574371,0.00014728,0.00052953,hot_spell,0.35938512,0.15747418,0.17646705
V3E0049,locked_evaluation,336,102043049,343.15875631,0.29663860,0.14394763,0.11882514,0.69275388,0.78953186,11.88868469,0.56652511,1.19184843,0.12478643,0.04688636,0.00028349,0.00086703,variable_cloud,0.41546373,0.24972489,0.23045090
V3E0050,locked_evaluation,336,102043050,339.25062020,0.29295298,0.12284058,0.12789747,0.64918269,0.90736476,15.94607637,0.38225166,1.06619346,0.11929178,0.10737099,0.00016441,0.00043145,variable_cloud,0.42085045,0.23327460,0.18786633
V3E0051,locked_evaluation,336,102043051,265.80099910,0.28649328,0.12388121,0.08768862,0.82929702,0.79347211,10.57598665,0.52570938,0.83809699,0.11028370,0.04307219,0.00006710,0.00112639,hot_spell,0.37418190,0.25873492,0.20936790
V3E0052,locked_evaluation,336,102043052,301.40852727,0.28482472,0.11063326,0.10226806,0.56686264,0.76727041,17.88591910,0.59144997,1.20870850,-0.05872788,0.02472294,0.00028118,0.00080177,variable_cloud,0.38709278,0.20937589,0.21365880
V3E0053,locked_evaluation,336,102043053,248.50423185,0.28243671,0.12931591,0.10557749,0.43657300,0.88353607,15.00630936,0.35977441,1.02509891,-0.18604644,0.13046647,0.00017365,0.00112126,hot_spell,0.38801421,0.19616432,0.18440486
V3E0054,locked_evaluation,336,102043054,312.92354164,0.28714739,0.12893525,0.08804052,0.81247820,0.76173200,14.02401067,0.58733683,0.82818242,-0.04329082,0.02198506,0.00015296,0.00094923,hot_spell,0.37518791,0.25747916,0.22185906
V3E0055,locked_evaluation,336,102043055,316.56113537,0.28191680,0.10089848,0.11821779,0.71512847,0.91928851,17.67761214,0.49655118,0.87283931,0.07958829,0.14272211,0.00011292,0.00115727,typical,0.40013459,0.23034984,0.19078334
V3E0056,locked_evaluation,336,102043056,351.73642395,0.25585695,0.14535080,0.11699383,0.62434695,0.75630264,22.16274439,0.42714983,1.27461066,-0.03642404,0.14240949,0.00024820,0.00078873,hot_spell,0.37285078,0.21434498,0.19255348
V3E0057,locked_evaluation,336,102043057,324.98694960,0.27856938,0.11479896,0.09074962,0.66704714,0.76936265,16.36467239,0.50154880,1.03873123,0.18673083,0.07698601,0.00018723,0.00048278,hot_spell,0.36931900,0.22404155,0.19693782
V3E0058,locked_evaluation,336,102043058,346.86489915,0.27330641,0.14883642,0.09875659,0.50270225,0.81810784,24.62144085,0.39922377,1.00313085,0.16148931,0.07979257,0.00019259,0.00072335,variable_cloud,0.37206300,0.21140776,0.19852780
V3E0059,locked_evaluation,336,102043059,253.35924858,0.25954584,0.12251536,0.08268292,0.68353915,0.86117523,21.05762544,0.57290242,1.09614611,0.00291110,0.12494144,0.00014251,0.00074302,variable_cloud,0.34222875,0.21618106,0.20102045
V3E0060,locked_evaluation,336,102043060,276.55352197,0.29258184,0.14087777,0.11991397,0.71801168,0.74306961,11.84983288,0.58807452,0.90212343,-0.00091489,0.03692486,0.00024738,0.00095779,hot_spell,0.41249581,0.24980306,0.23009107
V3E0061,locked_evaluation,336,102043061,356.87325596,0.30602219,0.14773479,0.09369371,0.53342229,0.88638690,14.92529506,0.59760046,0.89166390,-0.08761339,0.13613702,0.00015947,0.00113179,typical,0.39971590,0.23216882,0.24232741
V3E0062,locked_evaluation,336,102043062,268.23309950,0.25563844,0.13897869,0.09129193,0.52510108,0.78126665,13.10925204,0.57183534,1.16165536,0.09859730,0.09277455,0.00016518,0.00102548,hot_spell,0.34693038,0.20023685,0.20568886
V3E0063,locked_evaluation,336,102043063,282.53109661,0.30079089,0.12053430,0.12303395,0.46777701,0.83266887,23.18355222,0.51552688,0.86067053,0.07251240,0.13365735,0.00008253,0.00067438,typical,0.42382484,0.20485419,0.21346142
V3E0064,locked_evaluation,336,102043064,271.09879155,0.27795129,0.11723144,0.12906661,0.80146023,0.86937843,18.15128813,0.43282724,1.12321054,0.01714359,0.13302010,0.00023625,0.00094143,hot_spell,0.40701790,0.24604201,0.18679537
V3E0065,locked_evaluation,336,102043065,352.69616865,0.29468174,0.14560872,0.09656220,0.67719079,0.87132421,18.46003959,0.45006998,0.97265888,-0.08536179,0.14385254,0.00006898,0.00055657,typical,0.39124394,0.24655960,0.21270202
V3E0066,locked_evaluation,336,102043066,325.45239943,0.26780470,0.13415394,0.11753396,0.63485832,0.73679335,26.58713552,0.44196984,0.94510054,0.16616586,0.09431501,0.00005769,0.00092624,variable_cloud,0.38533866,0.21900323,0.19322354
V3E0067,locked_evaluation,336,102043067,336.75704145,0.30853824,0.10521037,0.09752393,0.58200188,0.93193315,15.56436575,0.50936722,1.27015466,0.13198038,0.04927205,0.00013496,0.00032663,variable_cloud,0.40606217,0.22354757,0.20877892
V3E0068,locked_evaluation,336,102043068,294.38455960,0.30507740,0.11235737,0.12014000,0.64389886,0.76578980,14.70921305,0.38964352,1.33514010,0.07543532,0.10655537,0.00007079,0.00116704,typical,0.42521740,0.23644958,0.18744948
V3E0069,locked_evaluation,336,102043069,249.71601421,0.30090587,0.13553154,0.10575755,0.40140325,0.83973637,20.80238531,0.56049127,1.20604404,0.06600374,0.04431261,0.00020535,0.00081988,variable_cloud,0.40666341,0.20191333,0.22822241
V3E0070,locked_evaluation,336,102043070,299.80906028,0.26116254,0.12329430,0.12365689,0.36656984,0.84285440,21.21262334,0.54989635,1.08214750,-0.19288878,0.09122367,0.00022828,0.00104285,variable_cloud,0.38481943,0.17383264,0.19910754
V3E0071,locked_evaluation,336,102043071,257.07706351,0.30947474,0.13046425,0.08185337,0.81689688,0.72399428,19.83078045,0.56354431,0.86636896,0.08651019,0.12012764,0.00027091,0.00040273,hot_spell,0.39132811,0.27669736,0.23134460
V3E0072,locked_evaluation,336,102043072,288.91988513,0.27789654,0.10640916,0.10825244,0.39071136,0.75335827,25.28845103,0.57677502,0.81301181,-0.07194518,0.13830763,0.00018574,0.00107091,hot_spell,0.38614898,0.17341122,0.20531879
V3E0073,locked_evaluation,336,102043073,342.06088914,0.26207875,0.10112048,0.09005656,0.69715793,0.77252685,21.47285755,0.53725556,0.96492330,-0.13541055,0.05686598,0.00019494,0.00084755,variable_cloud,0.35213531,0.21333381,0.18759620
V3E0074,locked_evaluation,336,102043074,287.45551577,0.25117388,0.13819821,0.12149092,0.45901956,0.79061897,18.84672916,0.54369828,0.95487580,-0.01577976,0.10565720,0.00019186,0.00051039,hot_spell,0.37266480,0.19005625,0.19962289
V3E0075,locked_evaluation,336,102043075,325.96252444,0.27587935,0.12305733,0.12212608,0.44024784,0.84395428,21.82169984,0.36938946,1.23020692,0.05253016,0.01334036,0.00029912,0.00091584,hot_spell,0.39800543,0.19033690,0.17950818
V3E0076,locked_evaluation,336,102043076,275.83300499,0.27169471,0.12218874,0.10855177,0.34704917,0.81533825,17.81307652,0.41655275,0.90762788,0.12070412,0.02564278,0.00024174,0.00030680,typical,0.38024648,0.17407466,0.18446586
V3E0077,locked_evaluation,336,102043077,266.26878156,0.27918160,0.11661701,0.08947071,0.81050308,0.75865188,12.39468594,0.41377819,1.34971711,0.15088303,0.06802306,0.00007253,0.00088176,typical,0.36865231,0.24837611,0.18388269
V3E0078,locked_evaluation,336,102043078,289.50915100,0.30207484,0.10684764,0.09787804,0.52126067,0.74778665,20.17214131,0.51485264,0.79825880,0.00626133,0.10060599,0.00018269,0.00046954,variable_cloud,0.39995287,0.20861190,0.20736088
V3E0079,locked_evaluation,336,102043079,301.73447330,0.27383368,0.11495742,0.11491276,0.51065416,0.74064889,26.05946661,0.49758226,1.05188064,0.09180459,0.07767668,0.00014607,0.00118736,hot_spell,0.38874643,0.19608824,0.19401143
V3E0080,locked_evaluation,336,102043080,313.97370831,0.25157522,0.14442003,0.12841920,0.76684750,0.90296212,18.67564559,0.45377066,1.30363241,-0.13099264,0.11223062,0.00016207,0.00106297,typical,0.37999442,0.22659172,0.19304391
V3E0081,locked_evaluation,336,102043081,280.67084183,0.26935831,0.10429605,0.10330682,0.32380449,0.73254028,19.43158642,0.48318454,1.11603655,0.17892725,0.14910054,0.00005419,0.00090068,typical,0.37266513,0.15774395,0.18405159
V3E0082,locked_evaluation,336,102043082,314.64365691,0.30339028,0.13882768,0.11122116,0.75882579,0.84870213,11.31850221,0.35375539,1.16852368,-0.05346766,0.01753899,0.00005290,0.00098553,hot_spell,0.41461144,0.26370203,0.19704259
V3E0083,locked_evaluation,336,102043083,279.99050917,0.28859111,0.10768806,0.08645945,0.58702453,0.79549139,23.02918900,0.55418275,1.27530433,-0.04715225,0.04110602,0.00024617,0.00055384,hot_spell,0.37505056,0.21388259,0.20794141
V3E0084,locked_evaluation,336,102043084,348.57829295,0.28681528,0.11909743,0.11168406,0.79226166,0.78560771,23.71869279,0.36287636,1.32114399,-0.10501759,0.02881540,0.00021124,0.00098083,hot_spell,0.39849933,0.25197385,0.17995827
V3E0085,locked_evaluation,336,102043085,264.75834327,0.28532978,0.14844879,0.11609676,0.44298373,0.77530688,10.39860286,0.47366901,0.86988088,-0.19000216,0.10903180,0.00023339,0.00051721,typical,0.40142654,0.20908484,0.21328507
V3E0086,locked_evaluation,336,102043086,258.82150749,0.28075755,0.14132004,0.10120551,0.41075139,0.74960079,18.28873843,0.59125482,0.77171306,-0.15334137,0.06125963,0.00008324,0.00062675,variable_cloud,0.38196306,0.19859419,0.22376314
V3E0087,locked_evaluation,336,102043087,268.82408931,0.28374970,0.10845284,0.09859763,0.47981676,0.90161224,25.40437474,0.43104107,1.07018241,0.15791115,0.03488861,0.00022551,0.00071171,variable_cloud,0.38234733,0.19256321,0.18401298
V3E0088,locked_evaluation,336,102043088,281.31209526,0.30651788,0.13067768,0.11575986,0.45127749,0.90394040,17.28154420,0.40283319,0.92504487,0.06792140,0.05023333,0.00009570,0.00044383,typical,0.42227774,0.21003040,0.20151195
V3E0089,locked_evaluation,336,102043089,355.06217088,0.27097615,0.13444208,0.08001131,0.41535912,0.88112680,21.56574749,0.35522390,1.33307078,0.01146946,0.13865505,0.00029256,0.00054521,hot_spell,0.35098746,0.19115275,0.18294224
V3E0090,locked_evaluation,336,102043090,340.07862794,0.26662575,0.13373251,0.09531075,0.40438468,0.77601622,26.35897673,0.41873311,1.00636300,-0.02215989,0.14615367,0.00013858,0.00085738,typical,0.36193651,0.18747250,0.18937931
V3E0091,locked_evaluation,336,102043091,306.76218932,0.27020534,0.14730388,0.12432923,0.77617766,0.91261738,20.42105640,0.35074859,1.01137014,-0.15173146,0.09819617,0.00011517,0.00033920,typical,0.39453456,0.24269725,0.19041140
V3E0092,locked_evaluation,336,102043092,274.57308978,0.26721176,0.10891265,0.11367935,0.72939372,0.81209867,19.93154389,0.41019659,0.85260868,0.03313709,0.12385827,0.00028577,0.00062464,hot_spell,0.38089111,0.22437503,0.17384641
V3E0093,locked_evaluation,336,102043093,346.38000345,0.28753217,0.13005516,0.09581315,0.66441130,0.92643967,21.89634282,0.36859514,1.04399180,-0.13920529,0.06025707,0.00024401,0.00050009,hot_spell,0.38334532,0.23468466,0.18810042
V3E0094,locked_evaluation,336,102043094,250.25211632,0.26072725,0.14927534,0.12825035,0.49917314,0.91746240,16.49805658,0.47810672,0.75044601,0.06312904,0.03887407,0.00025396,0.00031577,variable_cloud,0.38897760,0.20490914,0.20256124
V3E0095,locked_evaluation,336,102043095,303.67442774,0.26302768,0.12089038,0.09016681,0.60541598,0.75108242,20.02845544,0.59880747,1.28706998,-0.02578472,0.07545477,0.00020782,0.00066835,typical,0.35319449,0.20694257,0.20600326
V3E0096,locked_evaluation,336,102043096,317.61042471,0.27546328,0.12807832,0.11018063,0.34034549,0.86260868,12.14575977,0.38333094,0.76738657,-0.17370604,0.02151174,0.00018401,0.00054360,variable_cloud,0.38564391,0.17824012,0.18457553
V3E0097,locked_evaluation,336,102043097,358.91383533,0.29109670,0.10992968,0.08674703,0.70343160,0.74545253,24.89629256,0.38706089,0.98999378,0.06059882,0.03848366,0.00026938,0.00108145,variable_cloud,0.37784374,0.23736829,0.18005235
V3E0098,locked_evaluation,336,102043098,350.30332312,0.29180610,0.11255038,0.08721294,0.77262943,0.85131282,24.44610107,0.59326143,1.26575061,-0.16842850,0.04559788,0.00012259,0.00069092,typical,0.37901904,0.25104863,0.21889589
V3E0099,locked_evaluation,336,102043099,277.28872737,0.26471724,0.14044030,0.09426976,0.67350938,0.78369700,25.22589643,0.56289305,1.18923077,0.16704197,0.00145890,0.00014430,0.00046613,variable_cloud,0.35898700,0.22414199,0.21039493
V3E0100,locked_evaluation,336,102043100,260.18136287,0.25349502,0.11298722,0.11319467,0.55822672,0.94513935,20.35213739,0.53908178,1.02947455,-0.02957559,0.00520423,0.00009483,0.00087705,hot_spell,0.36668968,0.19142243,0.18873241
V3E0101,locked_evaluation,336,102043101,272.94066067,0.29709524,0.10334416,0.11242549,0.47384812,0.83465356,26.16650795,0.41461141,0.80039623,0.03981753,0.01493449,0.00008983,0.00076536,variable_cloud,0.40952073,0.19515274,0.18367557
V3E0102,locked_evaluation,336,102043102,278.81717660,0.25475246,0.12496283,0.09110172,0.47683280,0.85504480,22.36645810,0.54141264,0.92923347,0.08996366,0.14121166,0.00017999,0.00099132,hot_spell,0.34585419,0.18685078,0.19523258
V3E0103,locked_evaluation,336,102043103,277.50895801,0.27354829,0.10963400,0.10305514,0.84184614,0.87397790,13.94684947,0.44355284,0.80880940,0.13047037,0.02722303,0.00025635,0.00108021,hot_spell,0.37660343,0.24762461,0.18233865
V3E0104,locked_evaluation,336,102043104,246.06575412,0.26535278,0.12413006,0.11071821,0.54615672,0.89981136,21.27039928,0.48146318,0.98175726,-0.17024776,0.08518185,0.00026155,0.00067739,variable_cloud,0.37607099,0.20125980,0.19212360
V3E0105,locked_evaluation,336,102043105,306.48756155,0.28091222,0.10759425,0.09956613,0.31178908,0.80430613,23.79310394,0.46231259,1.08380837,0.04354031,0.08333071,0.00023522,0.00066023,hot_spell,0.38047835,0.16163290,0.18772133
V3E0106,locked_evaluation,336,102043106,272.04151314,0.26836614,0.12006190,0.09694066,0.31980644,0.76384694,15.72023270,0.37762495,0.87705925,-0.05165875,0.02963124,0.00015526,0.00101635,typical,0.36530680,0.16749055,0.17606528
V3E0107,locked_evaluation,336,102043107,305.02896496,0.26601395,0.10027721,0.08600264,0.63116805,0.87810645,20.56304514,0.50312663,0.92265390,-0.07375459,0.09779149,0.00015761,0.00099629,typical,0.35201659,0.20488494,0.18366377
V3E0108,locked_evaluation,336,102043108,241.63383361,0.25065293,0.13500202,0.11022748,0.74499711,0.89121492,13.53793831,0.55796333,0.75810096,-0.11794540,0.11395516,0.00029566,0.00030539,typical,0.36088042,0.22116162,0.19953099
V3E0109,locked_evaluation,336,102043109,315.58606200,0.27221211,0.11870912,0.12255329,0.36006270,0.88967178,10.13193179,0.58055747,1.13577749,-0.14843816,0.03992247,0.00029030,0.00037031,typical,0.39476540,0.17397982,0.20782643
V3E0110,locked_evaluation,336,102043110,354.32393805,0.29786542,0.11781117,0.10376538,0.57661765,0.72795847,10.82983362,0.46461832,1.25677925,0.19093051,0.08925429,0.00020092,0.00095603,typical,0.40163080,0.22163363,0.20146767
V3E0111,locked_evaluation,336,102043111,332.64450513,0.27979872,0.10199026,0.09268433,0.39298085,0.74205720,12.69820564,0.46681605,1.33849749,0.03713907,0.13196725,0.00010996,0.00079584,variable_cloud,0.37248305,0.17186558,0.18499410
V3E0112,locked_evaluation,336,102043112,348.24191277,0.25386825,0.14340183,0.12065106,0.35557427,0.77329187,13.46861820,0.52946275,1.17431868,0.02048378,0.04612306,0.00021699,0.00089093,variable_cloud,0.37451932,0.18268085,0.20188969
V3E0113,locked_evaluation,336,102043113,243.62845107,0.26795513,0.13965093,0.12611006,0.30710149,0.88565585,26.39458258,0.49936043,1.13106335,0.00109355,0.05305436,0.00022013,0.00073513,typical,0.39406519,0.17905334,0.20372097
V3E0114,locked_evaluation,336,102043114,329.16853481,0.26888094,0.11901610,0.11643589,0.37927919,0.81963006,24.80877512,0.48427648,1.29520186,0.13814854,0.07444374,0.00017139,0.00119728,variable_cloud,0.38531684,0.17585672,0.19159212
V3E0115,locked_evaluation,336,102043115,330.35468689,0.29021254,0.14495856,0.11890491,0.68724531,0.74675606,22.75846431,0.47055349,0.84855270,0.13481311,0.00393876,0.00022485,0.00078206,typical,0.40911746,0.24478368,0.21330833
V3E0116,locked_evaluation,336,102043116,354.03553254,0.25863411,0.11364218,0.10971089,0.37227193,0.92781605,27.40274045,0.54756447,0.76645625,0.19678302,0.12274781,0.00017587,0.00075933,hot_spell,0.36834500,0.16761861,0.19303461
V3E0117,locked_evaluation,336,102043117,291.16775660,0.26150309,0.14014659,0.12663079,0.65696635,0.85342597,17.39608226,0.38545500,0.80809650,-0.01896231,0.09919110,0.00009739,0.00077572,variable_cloud,0.38813388,0.21987373,0.18692406
V3E0118,locked_evaluation,336,102043118,349.84888635,0.28564017,0.13685015,0.08449394,0.53217412,0.83724999,15.40660669,0.53186225,0.83412837,-0.06529664,0.02658275,0.00005640,0.00097477,typical,0.37013411,0.21603235,0.21598594
V3E0119,locked_evaluation,336,102043119,309.42471704,0.25695984,0.10703108,0.09808888,0.49742864,0.75493462,23.90968731,0.37475219,1.01648252,0.02744530,0.03118633,0.00029475,0.00045976,variable_cloud,0.35504872,0.18160994,0.16321721
V3E0120,locked_evaluation,336,102043120,308.30934114,0.25526712,0.13533163,0.12865343,0.65252221,0.94145432,20.95532031,0.46871098,0.78406997,0.19898002,0.13691993,0.00009316,0.00041300,variable_cloud,0.38392055,0.21359220,0.19154671
V3E0121,locked_evaluation,336,102043121,344.81954731,0.28399299,0.14203511,0.10621261,0.51768269,0.86035554,10.34783579,0.40729101,0.93425002,0.02446321,0.08130894,0.00026754,0.00057462,typical,0.39020559,0.21552424,0.19985327
V3E0122,locked_evaluation,336,102043122,357.59289355,0.28884805,0.13580305,0.10035580,0.48750228,0.91544062,23.59033887,0.42871444,1.29669988,0.16080835,0.11878994,0.00023882,0.00053189,typical,0.38920385,0.21041284,0.20141565
V3E0123,locked_evaluation,336,102043123,263.33391599,0.26356822,0.14968071,0.08155849,0.42450445,0.80287464,25.94245548,0.55648811,1.24564989,-0.13846522,0.14787270,0.00020144,0.00064281,variable_cloud,0.34512671,0.19802647,0.21305776
V3E0124,locked_evaluation,336,102043124,247.45177364,0.30211947,0.14454147,0.08095530,0.61337646,0.73344271,18.90406038,0.40190033,0.77914434,0.05622121,0.00981468,0.00020971,0.00074536,hot_spell,0.38307477,0.24119611,0.20787212
V3E0125,locked_evaluation,336,102043125,322.58816155,0.27652692,0.12663220,0.08935507,0.75532935,0.86818250,22.50175196,0.52194265,0.95117330,-0.17893341,0.05173991,0.00007442,0.00063230,hot_spell,0.36588198,0.23985208,0.20486865
V3E0126,locked_evaluation,336,102043126,332.16506108,0.25776642,0.12632959,0.11219165,0.84661445,0.83539929,10.67720551,0.42523827,1.14247275,-0.00696218,0.04166865,0.00016714,0.00035069,variable_cloud,0.36995807,0.23760591,0.18222156
V3E0127,locked_evaluation,336,102043127,267.13595399,0.28810933,0.11579960,0.10153561,0.30815968,0.79849249,15.87184330,0.46286676,1.09200193,0.14957777,0.11044511,0.00007891,0.00038964,hot_spell,0.38964493,0.16889851,0.19555604
V3E0128,locked_evaluation,336,102043128,310.81593764,0.25446648,0.11456122,0.10454650,0.32785338,0.73445296,18.53674403,0.45724936,0.99358147,0.19234078,0.08411850,0.00025692,0.00117435,typical,0.35901298,0.16042963,0.17853281
V3E0129,locked_evaluation,336,102043129,298.19982156,0.27744811,0.10581815,0.08853504,0.70012179,0.93270758,22.00679118,0.45113056,1.04874925,-0.10573326,0.02374269,0.00007383,0.00111397,hot_spell,0.36598315,0.22598003,0.18324567
V3E0130,locked_evaluation,336,102043130,252.96660558,0.25875224,0.10621053,0.10892130,0.72388202,0.80865950,14.19126915,0.55184711,1.16548361,-0.18109631,0.00257264,0.00010029,0.00041079,typical,0.36767353,0.21663273,0.19039023
V3E0131,locked_evaluation,336,102043131,256.56169024,0.26555607,0.12682849,0.09723705,0.66157638,0.92254157,24.68592337,0.40521831,0.97695649,0.10099377,0.07164585,0.00019831,0.00085597,variable_cloud,0.36279311,0.21860738,0.18304344
V3E0132,locked_evaluation,336,102043132,251.11209895,0.25326897,0.13333842,0.10511496,0.79402074,0.72109846,12.55087139,0.51243135,1.23549428,0.04920626,0.11691974,0.00018187,0.00065085,variable_cloud,0.35838392,0.22856576,0.19479459
V3E0133,locked_evaluation,336,102043133,244.24237014,0.30421597,0.12596810,0.12752497,0.38337023,0.91979499,14.82448356,0.59496839,1.08768298,-0.02326386,0.01574435,0.00011605,0.00110941,typical,0.43174094,0.19430303,0.23201995
