scenario_id,split,horizon_hours,scenario_seed,root_depth_mm,field_capacity,wilting_point,saturation_margin_above_fc,initial_available_water_fraction,irrigation_efficiency,drainage_coefficient,et_stress_fraction_between_wp_fc,et_multiplier,forecast_bias_fraction,forecast_noise_std_fraction,process_noise_std,sensor_noise_std,et_profile,saturation,initial_theta,et_stress_start
E0069,locked_evaluation,336,81043069,244.36159992,0.29915366,0.12166404,0.10273936,0.31161343,0.86803161,21.61739870,0.39944481,0.92412010,-0.01604421,0.00406903,0.00008465,0.00100081,typical,0.40189302,0.17697219,0.19256135
E0070,locked_evaluation,336,81043070,331.11485388,0.27106429,0.12555381,0.11309254,0.74122236,0.73466385,24.45998270,0.52442013,1.26549821,0.02097133,0.10074441,0.00017975,0.00054179,hot_spell,0.38415683,0.23340943,0.20186243
E0071,locked_evaluation,336,81043071,253.94202246,0.29485921,0.13577506,0.08416482,0.45615128,0.73267342,13.28824285,0.45812673,1.17178368,-0.07406748,0.03804855,0.00008860,0.00097018,variable_cloud,0.37902403,0.20834150,0.20865576
E0072,locked_evaluation,336,81043072,268.28315002,0.30066880,0.11081435,0.12861820,0.59865472,0.86296701,22.59802264,0.43943333,0.98994414,0.10915938,0.01126423,0.00007464,0.00113699,variable_cloud,0.42928700,0.22447161,0.19424273
E0073,locked_evaluation,336,81043073,280.58141715,0.30312235,0.13458438,0.08291212,0.38618352,0.92635869,25.84947999,0.43148495,0.78915760,0.03603785,0.02140106,0.00020401,0.00036033,typical,0.38603447,0.19967097,0.20730598
E0074,locked_evaluation,336,81043074,293.57564066,0.29668138,0.12412056,0.09928734,0.82038142,0.76947332,20.23343807,0.53810123,0.85928706,0.05587568,0.02915139,0.00023559,0.00083524,typical,0.39596872,0.26568625,0.21697575
E0075,locked_evaluation,336,81043075,334.90001496,0.27285607,0.13432966,0.09277161,0.43126735,0.88731517,26.35161885,0.40469015,1.25709790,-0.04757941,0.14669396,0.00013036,0.00103573,variable_cloud,0.36562768,0.19407158,0.19038993
E0076,locked_evaluation,336,81043076,339.04546436,0.25724772,0.14728275,0.11998187,0.50087676,0.93669513,16.01300097,0.44404354,0.75815744,-0.16770255,0.14554082,0.00013469,0.00077449,variable_cloud,0.37722959,0.20236165,0.19611199
E0077,locked_evaluation,336,81043077,335.40556748,0.27530907,0.11633922,0.11541552,0.45058391,0.91753033,22.70922401,0.39339456,1.29444173,0.18023035,0.10405860,0.00011968,0.00033040,hot_spell,0.39072458,0.18796848,0.17887709
E0078,locked_evaluation,336,81043078,354.46834687,0.28794609,0.14131821,0.09802662,0.41107364,0.80214500,25.39788189,0.51185063,1.30903666,0.00154725,0.01734017,0.00028710,0.00079495,hot_spell,0.38597271,0.20159307,0.21636978
E0079,locked_evaluation,336,81043079,305.12523833,0.27350517,0.14605291,0.08164355,0.72305351,0.72799255,19.68324062,0.56271735,0.89322673,-0.18435436,0.07275838,0.00018183,0.00053199,hot_spell,0.35514871,0.23820771,0.21777250
E0080,locked_evaluation,336,81043080,277.31656490,0.25210164,0.10482366,0.12601385,0.65340830,0.87511027,21.16876392,0.51478813,0.83330434,-0.04155494,0.13838408,0.00027301,0.00060061,variable_cloud,0.37811549,0.20105631,0.18064061
E0081,locked_evaluation,336,81043081,343.00167066,0.27450670,0.13697850,0.09678692,0.35615272,0.73689323,17.97043808,0.47012597,0.88687528,0.19026067,0.09300766,0.00029936,0.00082929,typical,0.37129362,0.18595954,0.20163408
E0082,locked_evaluation,336,81043082,263.20920276,0.30194967,0.10653189,0.12651542,0.71167083,0.72308721,19.12571524,0.58924238,1.15295780,-0.10968082,0.05315712,0.00013328,0.00089923,hot_spell,0.42846509,0.24560502,0.22168033
E0083,locked_evaluation,336,81043083,359.52306631,0.28638363,0.12320099,0.08052599,0.48230413,0.78839599,26.61150878,0.54561355,0.80524126,-0.17247425,0.11687030,0.00026981,0.00112526,hot_spell,0.36690962,0.20190465,0.21223565
E0084,locked_evaluation,336,81043084,350.94809384,0.25944522,0.14898345,0.09469169,0.78696742,0.77622040,12.28445600,0.35167152,0.86342401,-0.17491737,0.08689404,0.00022946,0.00091974,hot_spell,0.35413691,0.23591327,0.18782971
E0085,locked_evaluation,336,81043085,249.96182454,0.25807908,0.10303784,0.10918638,0.36318924,0.88578611,18.92417438,0.52829145,1.34920017,-0.05979202,0.05615323,0.00011619,0.00061372,typical,0.36726546,0.15934715,0.18494480
E0086,locked_evaluation,336,81043086,338.32558355,0.26011723,0.13787562,0.11738783,0.39050908,0.83532435,21.97812335,0.51844243,1.19204878,0.07287112,0.03477044,0.00017164,0.00078513,hot_spell,0.37750506,0.18561208,0.20125086
E0087,locked_evaluation,336,81043087,240.88811796,0.27805763,0.10148321,0.08864815,0.39545182,0.83032614,12.45901119,0.35917956,0.87948376,-0.16346264,0.09923247,0.00016868,0.00101029,typical,0.36670578,0.17130988,0.16490513
E0088,locked_evaluation,336,81043088,270.42915648,0.29631608,0.13409488,0.10335774,0.31739866,0.91346494,14.78232721,0.49677977,1.22400843,-0.08470013,0.12391016,0.00027700,0.00109450,typical,0.39967382,0.18558367,0.21468309
E0089,locked_evaluation,336,81043089,289.44181894,0.27947283,0.14983053,0.10045314,0.40633469,0.91458247,13.32349033,0.50097070,0.94107284,-0.03444063,0.07141658,0.00022847,0.00075108,variable_cloud,0.37992597,0.20250870,0.21477753
E0090,locked_evaluation,336,81043090,275.40434887,0.25349055,0.14543784,0.10561540,0.60977897,0.81780392,23.06066554,0.58187966,1.04782596,0.11670420,0.09871470,0.00017622,0.00107417,typical,0.35910596,0.21132611,0.20831152
E0091,locked_evaluation,336,81043091,294.48188640,0.30574308,0.14482788,0.08228668,0.72847671,0.79232244,25.65226148,0.41787668,1.13653929,0.13295141,0.11149359,0.00021843,0.00051678,hot_spell,0.38802976,0.26205086,0.21207059
E0092,locked_evaluation,336,81043092,255.64859600,0.26526655,0.10086163,0.11470290,0.56359158,0.75357795,23.73839514,0.50958439,1.10397763,-0.09290257,0.10850330,0.00017910,0.00104985,hot_spell,0.37996945,0.19351886,0.18463981
E0093,locked_evaluation,336,81043093,276.72137141,0.26136425,0.12666098,0.09644709,0.53542084,0.88181986,16.50149498,0.55244857,1.05632339,0.12630421,0.04615425,0.00029207,0.00084355,variable_cloud,0.35781134,0.19878392,0.20107761
E0094,locked_evaluation,336,81043094,348.54821225,0.26795334,0.11722522,0.10527849,0.62779000,0.86652792,20.79867767,0.56092159,1.10995521,0.10281484,0.13137301,0.00010778,0.00066709,variable_cloud,0.37323183,0.21185083,0.20177188
E0095,locked_evaluation,336,81043095,327.56987904,0.28317270,0.11883536,0.12676286,0.81315232,0.76266649,15.71200661,0.37183389,1.20526664,0.14733916,0.04945233,0.00012763,0.00098407,hot_spell,0.40993556,0.25246665,0.17994155
E0096,locked_evaluation,336,81043096,246.38036064,0.26456611,0.11513901,0.11101532,0.42125529,0.92114726,19.30338501,0.47825064,0.84754404,-0.11538869,0.02616168,0.00006039,0.00054903,typical,0.37558142,0.17808597,0.18660262
E0097,locked_evaluation,336,81043097,358.76306520,0.25097869,0.11963063,0.10184327,0.30386709,0.75201237,16.81552604,0.45198125,0.93751183,-0.08763774,0.08974232,0.00014016,0.00108133,hot_spell,0.35282196,0.15954298,0.17899749
E0098,locked_evaluation,336,81043098,282.72288595,0.28412327,0.11919213,0.08931727,0.83863821,0.79877989,11.16774746,0.50375749,1.12954587,0.04361191,0.10500324,0.00015136,0.00037564,hot_spell,0.37344055,0.25750969,0.20227743
E0099,locked_evaluation,336,81043099,260.79556654,0.26869008,0.12172543,0.09194787,0.39677321,0.75745866,17.33802561,0.43449440,0.80254816,-0.14805852,0.10906928,0.00015552,0.00111707,hot_spell,0.36063795,0.18003707,0.18558075
E0100,locked_evaluation,336,81043100,300.87929358,0.27745286,0.13227531,0.08176013,0.62070042,0.88950726,11.61637602,0.39781717,1.14917695,0.18582785,0.06145191,0.00023350,0.00093302,hot_spell,0.35921299,0.22238708,0.19002943
E0101,locked_evaluation,336,81043101,267.41774551,0.26677545,0.10911952,0.10794941,0.84140793,0.86181095,26.81732022,0.49287049,1.34472801,-0.17816622,0.06378896,0.00012622,0.00037408,hot_spell,0.37472487,0.24177247,0.18682348
E0102,locked_evaluation,336,81043102,355.37092980,0.26366825,0.10944251,0.11426581,0.45257936,0.93184431,18.21692314,0.52977433,1.16644200,0.09118181,0.10171883,0.00018447,0.00095929,variable_cloud,0.37793406,0.17924189,0.19114735
E0103,locked_evaluation,336,81043103,314.20959761,0.27592173,0.14365725,0.12519219,0.44083947,0.76774362,21.54552952,0.59129442,1.06624686,0.19714608,0.13005525,0.00009034,0.00030074,typical,0.40111392,0.20196465,0.22186450
E0104,locked_evaluation,336,81043104,247.48346438,0.28267100,0.11364405,0.11351450,0.51528102,0.89804427,12.99395548,0.48794076,1.27913958,0.19648284,0.05215259,0.00026106,0.00080769,variable_cloud,0.39618550,0.20074043,0.19611919
E0105,locked_evaluation,336,81043105,265.23061357,0.29250541,0.13649318,0.08327045,0.54108275,0.90747984,19.80525563,0.41963817,1.21236032,-0.13032494,0.08119346,0.00007696,0.00075924,typical,0.37577587,0.22090871,0.20196187
E0106,locked_evaluation,336,81043106,313.70818882,0.28106453,0.10415585,0.12284307,0.42419935,0.76442537,15.06944775,0.57507147,1.27219791,0.01814087,0.06581306,0.00015711,0.00046834,hot_spell,0.40390759,0.17920040,0.20589098
E0107,locked_evaluation,336,81043107,254.19338975,0.29113375,0.14693433,0.10149967,0.33294946,0.87704246,13.09713752,0.59567746,1.09476274,-0.18268973,0.12136225,0.00027975,0.00102058,hot_spell,0.39263342,0.19494545,0.23283068
E0108,locked_evaluation,336,81043108,341.15817144,0.26910761,0.12215457,0.10740788,0.69178494,0.90837046,18.49212226,0.46776692,0.79945580,0.10469120,0.12291547,0.00020771,0.00048704,variable_cloud,0.37651549,0.22381447,0.19089434
E0109,locked_evaluation,336,81043109,320.10679726,0.25479425,0.11766444,0.08825320,0.66859111,0.84120310,15.36157730,0.48493959,0.76860799,0.09659078,0.11016362,0.00025441,0.00072108,variable_cloud,0.34304745,0.20934821,0.18416412
E0110,locked_evaluation,336,81043110,283.17115587,0.30770757,0.12428069,0.09558943,0.32434871,0.74354672,21.80097295,0.44826705,0.91447574,0.09759978,0.14816229,0.00021463,0.00073218,hot_spell,0.40329699,0.18377496,0.20650491
E0111,locked_evaluation,336,81043111,290.16713337,0.29955150,0.10854211,0.11650002,0.50905795,0.74166939,22.08340057,0.49491411,0.77507823,0.02732140,0.04637536,0.00014395,0.00031047,typical,0.41605152,0.20577696,0.20307535
E0112,locked_evaluation,336,81043112,299.32346572,0.26643016,0.14250368,0.12011404,0.77375082,0.80965143,10.95441644,0.42904310,1.11272598,-0.19503536,0.06666319,0.00007979,0.00059935,typical,0.38654420,0.23839190,0.19567348
E0113,locked_evaluation,336,81043113,308.00227968,0.28453169,0.11552623,0.12944208,0.48848636,0.84350488,17.12135712,0.49095051,0.77199727,-0.15470871,0.07709491,0.00005346,0.00032853,hot_spell,0.41397378,0.19808309,0.19849955
E0114,locked_evaluation,336,81043114,288.00100070,0.27306280,0.14504038,0.11290982,0.69570953,0.79457960,24.74919526,0.47302300,1.12434347,-0.15928769,0.11799473,0.00020935,0.00049734,variable_cloud,0.38597261,0.23410680,0.20559793
E0115,locked_evaluation,336,81043115,310.95193206,0.30402938,0.11792258,0.09378312,0.54765725,0.91645055,11.65260537,0.50629173,1.08009687,0.03987740,0.13735023,0.00005015,0.00056877,hot_spell,0.39781249,0.21984532,0.21214692
E0116,locked_evaluation,336,81043116,353.37861359,0.27852840,0.13796112,0.09458052,0.64528288,0.84778501,24.13151044,0.38487835,0.95348590,-0.12471035,0.03917899,0.00011077,0.00044070,variable_cloud,0.37310892,0.22866678,0.19206242
E0117,locked_evaluation,336,81043117,357.29503834,0.28894739,0.12478294,0.11052901,0.46480248,0.83754697,12.23689525,0.54292965,1.28576037,-0.05316401,0.01837142,0.00017371,0.00057099,typical,0.39947640,0.20108698,0.21391269
E0118,locked_evaluation,336,81043118,271.77391007,0.29551847,0.13085148,0.12382019,0.37053375,0.72710609,12.75646494,0.55493400,1.06137089,-0.06657594,0.05088485,0.00022570,0.00040357,typical,0.41933866,0.19186616,0.22223079
E0119,locked_evaluation,336,81043119,344.10753935,0.29537378,0.14006976,0.09979822,0.33048412,0.93008929,26.25867045,0.46643792,0.99596983,-0.08178697,0.07469850,0.00006245,0.00068520,typical,0.39517200,0.19139527,0.21250945
E0120,locked_evaluation,336,81043120,351.09162799,0.27677551,0.12972011,0.10030553,0.34701001,0.72481961,10.24082044,0.58636143,0.81685588,-0.16050951,0.12112887,0.00024109,0.00031733,typical,0.37708104,0.18074981,0.21594773
